longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,bedrooms_per_household,rooms_per_person,lat_long_interaction,log_median_income,geo_cluster
-0.9765625000000028,0.8451025056947609,0.391304347826087,-1.1505644651916143,-1.6456630722112706,-1.5357312140751236,-1.4707321111744358,1.948852126107379,1.0887136520453424,0.5,1.9068691514977245,-2.065344780009052,0.595377829534877,-0.18512762073843103,1.3096979592674636,-0.8833831812089907,1.7107451792582282,0
-0.9739583333333347,0.8405466970387238,-0.4782608695652174,1.6712773944314872,1.1879333153363172,1.1576975518813049,1.5389019583674035,1.9424990101994715,0.6249383932971907,0.5,-0.29774550111574344,-0.30083359717133634,-1.2342666437084675,-0.4459893185732236,0.6587800304369257,-0.879138983494201,1.7058737845622118,0
-0.9791666666666671,0.838268792710706,0.8695652173913043,-0.46011321089580304,-1.136672005702107,-0.9572337568258472,-1.007572574203639,1.6465196715431567,0.5933957614588468,0.5,2.0225568563343836,-2.004612328727439,0.7106066025104112,0.07323364158739991,1.3243715866133836,-0.8784396349617122,1.474545449068218,0
-0.981770833333335,0.838268792710706,0.8695652173913043,-0.6507177057447119,-0.8567905010994273,-0.7994201314563241,-0.7169369259176016,1.1057224816883557,0.5401675702316412,0.5,0.7390518574799734,-0.9406820204890162,0.1773344047663377,0.0559604497376704,0.4907064103627519,-0.8790086448919513,1.0280397483393366,0
-0.981770833333335,0.838268792710706,0.8695652173913043,-0.320222290703399,-0.6259051892170094,-0.7827143005931251,-0.48775000961200565,0.32165652072367223,0.5446032528339083,0.5,0.8040730521113013,-0.9808587273032364,-0.5191980431286964,0.08396542372742055,1.1775660791561904,-0.8790086448919513,0.3171551983059354,0
-0.981770833333335,0.838268792710706,0.8695652173913043,-1.091990826394835,-0.9862489802739823,-1.20252535909754,-0.8894840270348097,0.41755928527546277,0.18728437654016758,0.5,0.26138874789512334,-0.4012768720006222,-0.43481103705620233,0.2209592811397446,0.5317807043349243,-0.8790086448919513,0.4086400904687528,0
-0.981770833333335,0.8359908883826882,0.8695652173913043,0.2791383473739993,0.10972303249181606,0.10316658950921735,0.44994559721389055,0.22377352974574233,0.3326761951700345,0.5,-0.37194795847889267,-0.3047123645949449,-0.9221032926676842,-0.5612965496807543,0.29529537626260155,-0.8771708255003636,0.22235878734008072,0
-0.981770833333335,0.8359908883826882,0.8695652173913043,0.5528662197663525,0.558710924590693,0.1782613345978852,0.7651111224510099,-0.08193621987517238,0.04780680137999014,0.5,-0.5812772413924507,0.23747331695190696,-1.5792159661360443,-0.05474897378233225,0.6697955599192386,-0.8771708255003636,-0.08346850539809597,0
-0.9843750000000031,0.8359908883826882,0.43478260869565216,0.28976085978386196,0.5157160973559479,0.23389581641387508,0.6503489345057175,-0.8048694342894008,-0.02464268112370626,0.5,-0.8050082019672926,0.6264656061635954,-1.1412277683465133,0.18425544292494453,0.025690738377215864,-0.8777396850977279,-0.8734969565429028,0
-0.981770833333335,0.8359908883826882,0.8695652173913043,0.7339768300743025,0.5966204425758187,0.5713877746274357,0.900098087290236,0.2408431699488138,0.1448989650073928,0.5,-0.5531404130205524,-0.0008524992263487984,-0.9830115387288821,-0.37092235868176393,0.1556417890591909,-0.8771708255003636,0.23899553514139837,0
-0.9843750000000031,0.838268792710706,0.8695652173913043,0.08878642752535017,-0.04778674468716799,-0.14379322274614453,0.11350614271948091,-0.032291448333493504,0.24544110399211433,0.5,0.06717545537882803,-0.3293813307882432,-0.6022943356759735,0.04775465116483476,0.47634746650954035,-0.879577654822189,-0.032760422616603245,0
-0.9843750000000031,0.838268792710706,0.8695652173913043,0.7163403486318088,0.6781422238223868,0.5301064523679331,0.9379468995145649,0.007258349731299301,0.04977821586988664,0.5,-0.6662776288515908,0.213780707048181,-1.1800024203639212,-0.21906286077210899,0.21033718544469643,-0.879577654822189,0.007339844840032793,0
-0.9843750000000031,0.838268792710706,0.8695652173913043,0.255470873463329,0.0685916889241475,0.10806145550676484,0.3215819299443031,-0.10923926549320756,-0.08969935929029078,0.5,-0.11572334090395293,-0.3583356605023402,-0.5496951823000661,-0.2660994676326074,0.2370261440234648,-0.879577654822189,-0.11153528310951198,0
-0.9843750000000031,0.8359908883826882,0.8695652173913043,-1.4673564621235844,-1.1297636262785835,-1.4433912140834677,-1.0308921004542924,-0.3670412371629337,-0.19911286347954657,0.5,-0.178408928814596,0.006207491352522208,-0.6862554516896344,0.20109126375248393,0.2912978997815137,-0.8777396850977279,-0.38305016017503,0
-0.9843750000000031,0.838268792710706,0.8695652173913043,0.3355333147514142,0.4358850538770352,0.24055243590057349,0.7067222072235473,-0.9406252556417807,-0.35731887629374076,0.5,-0.8457131841745541,0.353901204598152,-1.2747080191254396,-0.2829151902415968,0.1011975318210519,-0.879577654822189,-1.0338550768979915,0
-0.9843750000000031,0.838268792710706,0.782608695652174,-0.8247847017402368,-0.6118560130789417,-0.5013104158214723,-0.46161717319963264,-0.76913262871507,-0.4519467718087728,0.5,-0.321915837156458,0.04036051213170254,0.19167780528363643,0.038131246900032785,-0.6054056279021929,-0.879577654822189,-0.8319687800738005,0
-0.9869791666666674,0.838268792710706,0.8695652173913043,-0.06443647405752215,-0.34299487483089347,-0.3283209019861129,-0.15237654773529466,-0.29934986678414843,-0.39034006899950713,0.5,0.43484736678068203,-0.7577838058465918,-0.30161829122876305,-0.08840853115696702,0.59512969371047,-0.8801466647524268,-0.3105914842574173,0
-0.9869791666666674,0.838268792710706,0.8695652173913043,-0.7004061938590387,-0.5660745710388282,-0.5990199895632584,-0.2732537653472182,-0.7729541663909656,-0.3755544603252834,0.5,-0.5447784478588534,-0.0941825565601819,-0.6719782429943468,-0.49897800833391037,-0.10909366207987163,-0.8801466647524268,-0.8363962766532143,0
-0.9843750000000031,0.8359908883826882,0.782608695652174,0.11130904515530238,0.01458616378086085,-0.030799911432742043,0.17019185173197304,-0.8780052235860201,-0.35978314440611137,0.5,-0.027742839413061306,-0.2222803889367395,-0.47216978609817556,0.07357496777640947,0.26148177749755713,-0.8777396850977279,-0.9593677351512362,0
-0.9869791666666674,0.8359908883826882,0.8695652173913043,-0.42735212028254577,-0.5437645709406898,-0.5148409962985452,-0.4058192548328455,-0.4150771007951039,-0.33908329226219813,0.5,0.3590157085210907,-0.5740066534892129,-0.025435125634845547,0.09200123058878142,0.27550752586679833,-0.8783085446950908,-0.4349910259009146,0
-0.9869791666666674,0.838268792710706,0.34782608695652173,-1.3646526846397304,-1.178897451319738,-1.2155586217893286,-1.095087784293037,-1.4694714477533448,-0.4149827501232134,0.5,0.2383077072311077,-0.3538490857659703,0.23217401525808826,0.2613929384161429,-0.06717127841742868,-0.8801466647524268,-1.7016695745249293,0
-0.9869791666666674,0.838268792710706,0.43478260869565216,-0.31029148321026856,-0.2690677300084415,-0.11608349938004862,-0.014872041892728541,-1.1201530631857624,-0.354361754558896,0.5,-0.40021695998995493,-0.11383070664254995,-0.1485620390255374,-0.31333806700491434,-0.4042356922657685,-0.8801466647524268,-1.252538303464667,0
-0.9869791666666674,0.8359908883826882,0.8695652173913043,0.22529184113634915,0.2431567436915476,0.0026451545750167866,0.3505267257024994,-1.1096391949851745,-0.5805815672745195,0.5,-0.24127799731645944,0.10760974738576846,-0.9004202223499284,0.2620068594786189,0.4155415682608201,-0.8783085446950908,-1.239515069821922,0
-0.9869791666666674,0.8359908883826882,0.8695652173913043,-0.2704810352277519,-0.3815676262250783,-0.23052897577370754,-0.1773972855389548,-0.725289372293869,-0.6505667816658453,0.5,0.0846025698105405,-0.46869300576593054,0.04061594216795367,-0.14315594372828544,-0.06325438401489496,-0.8783085446950908,-0.7813999418364446,0
-0.9869791666666674,0.8359908883826882,0.8695652173913043,0.10222341942290179,-0.03869425767020349,-0.009299303478526724,0.17995653658322597,-0.41735495352146007,-0.48841793987185805,0.5,-0.06896159359067472,-0.3324388617879406,-0.4446391806751151,-0.15740156315176856,0.19415963718836748,-0.8783085446950908,-0.4374649633333509,0
-0.9895833333333354,0.838268792710706,0.391304347826087,-1.8225236927894037,-1.7081763543494755,-1.5566741585343398,-1.5485142917916481,-0.5566777180790305,-0.6121241991128635,0.5,0.5316582291790243,-0.8687931031468108,0.8247338947414349,-0.1254358088149869,-0.26030362795464584,-0.8807156746826644,-0.5907017378399676,0
-0.9895833333333354,0.838268792710706,0.7391304347826086,-0.8127753965541923,-0.8072771760392659,-0.6866231192261146,-0.5975631960506188,-0.5161810822518655,-0.6796451453918186,0.5,0.06239744051388481,-0.49485088555274753,0.10789462440068404,-0.21623135728853526,-0.14272567776013959,-0.8807156746826644,-0.5457664121633471,0
-0.9895833333333354,0.838268792710706,0.8695652173913043,-0.1120110876631714,-0.08792604647558058,0.11293853811908136,0.09637817456095499,-1.0350470364157411,-0.621981271562346,0.5,-0.2817373721160382,-0.04980059185274654,0.12204570311021314,-0.03919780103084107,-0.5071145312265839,-0.8807156746826644,-1.1479020984973765,0
-0.9895833333333354,0.8359908883826882,0.782608695652174,0.013046303571193737,0.11779804222130721,0.14777722702032445,0.33613066045149753,-1.1861624697329995,-0.6052242483982258,0.5,-0.6090241525772937,0.2091946685152528,-0.4896973279081258,-0.1392643296082944,-0.33369287288526933,-0.8788774042924536,-1.334937459125185,0
-0.9895833333333354,0.8359908883826882,0.8695652173913043,-1.4048030771159312,-1.3627235151851884,-1.262198094729577,-1.1885682489077978,-1.1440887392801948,-0.4913750616067028,0.5,0.42089969480815553,-0.7797076320066338,0.4217459197885685,-0.14313348056618472,-0.04014016452062639,-0.8788774042924536,-1.2822898494948707,0
-0.9895833333333354,0.8359908883826882,0.7391304347826086,-0.09925402251959277,-0.008829521006245492,-0.2149011448832544,0.02926900192668921,-0.9315217262643202,-0.5391818629866929,0.5,-0.09288011040234075,0.11812059672222633,-0.5426472176876774,0.5016730952779752,0.2548826086483575,-0.8788774042924536,-1.022970196467298,0
-0.9895833333333354,0.8359908883826882,0.8695652173913043,0.05836985712590528,0.08794555879701213,0.19095293805999472,0.24023609626969808,-0.9027299653534417,-0.5741744701823558,0.5,-0.29786258670406135,0.051649470793542034,-0.10180438352606003,0.09144636947253598,-0.3375314592421846,-0.8788774042924536,-0.9886706193658252,0
-0.9869791666666674,0.8359908883826882,0.6956521739130435,-0.09502827259310216,-0.1260907599524489,0.01710106581746647,-0.13594602285098614,-1.0448939210951087,-0.5978314440611139,0.5,0.3311168753250727,-0.17482111831475303,0.5820979759919441,0.6795634642794327,-0.2631959093190794,-0.8783085446950908,-1.1599181190873993,0
-0.9869791666666674,0.8337129840546689,0.7391304347826086,-0.2971628473077342,-0.2726676006741272,-0.3959326150693325,-0.16066619488940648,-1.4514015631001538,-0.6249383932971907,0.5,-0.01163012208517628,-0.14815425137733448,-0.45964854307953046,0.21211704181706909,0.26741308270709235,-0.876470424637752,-1.6776155483397464,0
-0.9869791666666674,0.8337129840546689,0.8260869565217391,0.3467383714348155,0.32134853027900945,0.2905186516270636,0.507335168633694,-0.3289632328717359,-0.6012814194184327,0.5,-0.3782684119725982,0.06634715596195707,-0.6108902492560162,-0.006963619263252666,0.013763957703615375,-0.876470424637752,-0.34218561071681447,0
-0.9869791666666674,0.8337129840546689,0.7391304347826086,-0.714785965675852,-0.6165225140490882,-0.7709075796965742,-0.46161717319963264,-1.3377440073868063,-0.6628881222276983,0.5,-0.09204694859060762,-0.195565543538435,-0.5680664388231543,0.019536836663393446,0.27812767357351353,-0.876470424637752,-1.5284345288661647,0
-0.9869791666666674,0.8337129840546689,0.6956521739130435,-0.18516244673137822,-0.0538833068741498,-0.03486989589187558,0.014712553115299587,-1.7606544152351737,-0.6269098077870873,0.5,-0.22595782153338834,0.174066452800371,-0.021994408572336494,0.3868040694809911,-0.33018449576842474,-0.876470424637752,-2.102823588671227,0
-0.9895833333333354,0.8337129840546689,0.8695652173913043,-0.42017842241823616,-0.18886428634315958,-0.15712123030957006,0.11690622483140256,-1.4147226390771706,-0.629866929521932,0.5,-0.9300508432669474,0.3026499493926351,-0.6471164274382502,-0.48719354992867525,-0.537999276103284,-0.8770391339022414,-1.6290767378760904,0
-0.9843750000000031,0.8337129840546689,0.8695652173913043,-0.45735259977840403,-0.40925372354959944,-0.5167851175832737,-0.24643990016436818,0.12632148949503483,-0.19862000985707245,0.5,-0.11759206930656597,-0.1776810571755199,-0.5280268581930349,0.009188462664208105,0.2160414406594967,-0.875901715373264,0.12650790492179098,0
-0.9843750000000031,0.8337129840546689,0.8695652173913043,0.2230705036741641,0.6114852242813698,0.411759469134186,0.8651177451198869,-0.424408813380084,-0.2745194677180877,0.5,-1.386713451504765,0.979429755105841,-1.2745046601045844,-0.20605775770366352,-0.4863634472949174,-0.875901715373264,-0.4451323500775572,0
-0.9843750000000031,0.8337129840546689,0.8695652173913043,-0.2890217096768716,-0.09421086424943881,-0.09176630413031851,0.0894666615558307,-0.790866095141882,-0.37604731394775753,0.5,-0.610056184366458,0.2779934920264676,-0.3952817397891866,-0.03754323074389429,-0.41496032952152806,-0.875901715373264,-0.8571909146416109,0
-0.9843750000000031,0.8337129840546689,0.8260869565217391,-1.0672318569794423,-0.4874602586797487,-0.9016776006616134,-0.5415581779128967,-1.5472243321958294,-0.40266140956136026,0.5,-0.6245088854459729,0.8864701519477046,-0.6870687305388561,0.853295549511969,-0.1804159758527474,-0.875901715373264,-1.8062568312685574,0
-0.9843750000000031,0.8359908883826882,0.7391304347826086,-1.4347708160614694,-1.0560611866207217,-1.052361309712833,-0.9180669865052883,-1.8477499175174337,-0.5564317397732873,0.5,-0.4192482591966026,0.1406626368162549,0.11106844022809503,0.04410907568376438,-0.6389808960000052,-0.8777396850977279,-2.2280703789481366,0
-0.9843750000000031,0.8359908883826882,0.8695652173913043,-1.04717709928664,-1.0560611866207217,-1.0379421000550761,-0.8545729211800743,0.38151461822592553,-0.2114342040413997,0.5,0.26190971970598764,-0.6806004562372591,-0.061982328508848675,-0.2163055044195325,0.2068168291545543,-0.8777396850977279,0.3744150313300335,0
-0.9843750000000031,0.8337129840546689,0.8695652173913043,-0.4824033674055066,-0.4874602586797487,-0.5744254296439225,-0.32381646180483153,-0.14766458994176318,-0.23311976343026122,0.5,0.030037388090401195,-0.3259055369098077,-0.4487678461309793,-0.0015361778665003818,0.30157201593441846,-0.875901715373264,-0.15125335408868001,0
-0.9843750000000031,0.8337129840546689,0.8695652173913043,-0.29634652438766995,-0.09106472328193786,-0.4615181929401457,0.043672624306116556,-0.3648766144755717,-0.24346968950221784,0.5,-0.5146777707801738,0.3002472243523483,-1.2370267060181066,0.14090401584904277,0.4261752211545946,-0.875901715373264,-0.38071984894650307,0
